,CODGEO,LIBGEO,NBMENFISC16,NBPERSMENFISC16,MED16,PIMP16,TP6016,TP60AGE116,TP60AGE216,TP60AGE316,TP60AGE416,TP60AGE516,TP60AGE616,TP60TOL116,TP60TOL216,PACT16,PTSA16,PCHO16,PBEN16,PPEN16,PPAT16,PPSOC16,PPFAM16,PPMINI16,PPLOGT16,PIMPOT16,D116,D916,RD16
19870,54431,Pont-à-Mousson,5985,13442.5,19431.07142857143,46,18,23,21,25,16,12,,8,30,68.2,60.2,3.5,4.5,30.2,8.8,7.4,2.7,2.7,2,-14.6,10370,33364,3.217357762777242
19871,54432,Pont-Saint-Vincent,867,1849.5,20491.42857142857,,,,,,,,,,,,,,,,,,,,,,,,
19872,54433,Port-sur-Seille,86,225.5,25526,,,,,,,,,,,,,,,,,,,,,,,,
19873,54434,Praye,118,282.5,22036.42857142857,,,,,,,,,,,,,,,,,,,,,,,,
19874,54435,Prény,144,371.5,23118.4,,,,,,,,,,,,,,,,,,,,,,,,
19875,54436,Preutin-Higny,51,131,23472.4,,,,,,,,,,,,,,,,,,,,,,,,
19876,54437,Pulligny,481,1198.5,22717.61904761905,,,,,,,,,,,,,,,,,,,,,,,,
19877,54438,Pulney,,,,,,,,,,,,,,,,,,,,,,,,,,,
19878,54439,Pulnoy,2118,5057,22191.2,59,8,,,,,,,,17,70,64.3,2.3,3.4,35.5,7,4.6,2,1.4,1.2,-17.1,13279,35892.5,2.7029520295202953
19879,54440,Puxe,44,118,20818,,,,,,,,,,,,,,,,,,,,,,,,
19880,54441,Puxieux,93,247.5,22988.888888888887,,,,,,,,,,,,,,,,,,,,,,,,
19881,54442,Quevilloncourt,,,,,,,,,,,,,,,,,,,,,,,,,,,
19882,54443,Raon-lès-Leau,,,,,,,,,,,,,,,,,,,,,,,,,,,
19883,54444,Raucourt,86,224,23764.583333333336,,,,,,,,,,,,,,,,,,,,,,,,
19884,54445,Raville-sur-Sânon,42,104.5,19575.555555555555,,,,,,,,,,,,,,,,,,,,,,,,
19885,54446,Réchicourt-la-Petite,,,,,,,,,,,,,,,,,,,,,,,,,,,
19886,54447,Réclonville,,,,,,,,,,,,,,,,,,,,,,,,,,,
19887,54449,Rehainviller,409,1051.5,22079.166666666668,,,,,,,,,,,,,,,,,,,,,,,,
19888,54450,Reherrey,52,126.5,20762,,,,,,,,,,,,,,,,,,,,,,,,
19889,54451,Réhon,1576,3679.5,21182,33,13,,,,,,,8,29,37.1,32.4,2.4,2.2,21.9,45.9,3.8,1.3,1.6,0.9,-8.7,11063.076923076922,37616,3.400139062717286
19890,54452,Reillon,,,,,,,,,,,,,,,,,,,,,,,,,,,
19891,54453,Rembercourt-sur-Mad,72,158,21626.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
19892,54455,Remenoville,60,165.5,18833.333333333336,,,,,,,,,,,,,,,,,,,,,,,,
19893,54456,Réméréville,207,551,23326.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
19894,54457,Remoncourt,,,,,,,,,,,,,,,,,,,,,,,,,,,
19895,54458,Repaix,,,,,,,,,,,,,,,,,,,,,,,,,,,
19896,54459,Richardménil,1014,2395.5,25411.33333333333,71,,,,,,,,,,68.1,59,1.9,7.1,40.5,8.7,1.9,1.1,0.5,0.3,-19.2,16411,40738,2.4823593930900008
19897,54460,Rogéville,62,167,20854,,,,,,,,,,,,,,,,,,,,,,,,
19898,54461,Romain,,,,,,,,,,,,,,,,,,,,,,,,,,,
19899,54462,Rosières-aux-Salines,1100,2641,21937.33333333333,52,10,,,,,,,,,75,68.3,2.4,4.3,29,6.4,5,2.2,1.7,1,-15.4,12677,33925.333333333336,2.676132628645053
19900,54463,Rosières-en-Haye,84,223,23016.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
19901,54464,Rouves,,,,,,,,,,,,,,,,,,,,,,,,,,,
19902,54465,Roville-devant-Bayon,321,799.5,20927.14285714285,,,,,,,,,,,,,,,,,,,,,,,,
19903,54466,Royaumeix,127,326.5,20808.26086956522,,,,,,,,,,,,,,,,,,,,,,,,
19904,54467,Rozelieures,63,181.5,18319,,,,,,,,,,,,,,,,,,,,,,,,
19905,54468,Saffais,45,113,23351.739130434784,,,,,,,,,,,,,,,,,,,,,,,,
19906,54469,Saint-Ail,160,435,23786.42857142857,,,,,,,,,,,,,,,,,,,,,,,,
19907,54470,Saint-Baussant,,,,,,,,,,,,,,,,,,,,,,,,,,,
19908,54471,Saint-Boingt,,,,,,,,,,,,,,,,,,,,,,,,,,,
19909,54472,Saint-Clément,372,847.5,19288.09523809524,,,,,,,,,,,,,,,,,,,,,,,,
19910,54473,Saint-Firmin,90,215.5,21730.869565217392,,,,,,,,,,,,,,,,,,,,,,,,
19911,54474,Sainte-Geneviève,76,190.5,23743,,,,,,,,,,,,,,,,,,,,,,,,
19912,54475,Saint-Germain,62,162,22486.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
19913,54476,Saint-Jean-lès-Longuyon,161,423,21202.83333333333,,,,,,,,,,,,,,,,,,,,,,,,
19914,54477,Saint-Julien-lès-Gorze,63,159.5,20353.888888888887,,,,,,,,,,,,,,,,,,,,,,,,
19915,54478,Saint-Marcel,61,145,22818.07692307692,,,,,,,,,,,,,,,,,,,,,,,,
19916,54479,Saint-Mard,37,100,21277.916666666668,,,,,,,,,,,,,,,,,,,,,,,,
19917,54480,Saint-Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,
19918,54481,Saint-Maurice-aux-Forges,,,,,,,,,,,,,,,,,,,,,,,,,,,
19919,54482,Saint-Max,4799,9483,20227.166666666664,52,14,,17,19,13,,,5,24,69.7,61.1,3,5.5,33,9.4,5.8,1.8,2.1,1.8,-17.9,11273.333333333334,36882.22222222222,3.271634141533609
19920,54483,Saint-Nicolas-de-Port,3188,7150,20848.666666666668,51,13,,16,14,,,,5,28,69.9,64,3.2,2.7,32.2,6.3,6.7,2.2,2.7,1.7,-15.1,11706.666666666666,32237.33333333333,2.7537585421412296
19921,54484,Sainte-Pôle,75,196,22517.333333333336,,,,,,,,,,,,,,,,,,,,,,,,
19922,54485,Saint-Pancré,124,297.5,20541.42857142857,,,,,,,,,,,,,,,,,,,,,,,,
19923,54486,Saint-Remimont,147,365.5,23391,,,,,,,,,,,,,,,,,,,,,,,,
19924,54487,Saint-Rémy-aux-Bois,,,,,,,,,,,,,,,,,,,,,,,,,,,
19925,54488,Saint-Sauveur,,,,,,,,,,,,,,,,,,,,,,,,,,,
19926,54489,Saint-Supplet,63,158,21030,,,,,,,,,,,,,,,,,,,,,,,,
19927,54490,Saizerais,578,1552,23305.555555555555,,,,,,,,,,,,,,,,,,,,,,,,
19928,54491,Sancy,129,317,22776.8,,,,,,,,,,,,,,,,,,,,,,,,
19929,54492,Sanzey,55,142,20575.357142857145,,,,,,,,,,,,,,,,,,,,,,,,
19930,54493,Saulnes,1016,2256.5,20880,28,13,,,,,,,,,31.9,27.8,2.8,1.4,23.2,49,3.3,1.1,1.4,0.9,-7.4,11342,36381.2,3.2076529712572737
19931,54494,Saulxerotte,43,113.5,19669.04761904762,,,,,,,,,,,,,,,,,,,,,,,,
19932,54495,Saulxures-lès-Nancy,1723,4051,23106.4,61,7,,,,,,,,18,66.8,61.6,2.1,3.2,38.6,8.2,3.8,1.8,1.1,0.9,-17.4,13984.444444444443,38312,2.739615445733355
19933,54496,Saulxures-lès-Vannes,150,397.5,19070,,,,,,,,,,,,,,,,,,,,,,,,
19934,54497,Saxon-Sion,,,,,,,,,,,,,,,,,,,,,,,,,,,
19935,54498,Seichamps,2078,4911.5,22613,60,7,,,,,,,,21,65.3,60.2,1.9,3.2,39.8,7.9,4.1,1.9,1.2,1.1,-17.1,13422,37660,2.8058411563105348
19936,54499,Seicheprey,39,112,21798.61111111111,,,,,,,,,,,,,,,,,,,,,,,,
19937,54500,Selaincourt,81,176,21665.055555555555,,,,,,,,,,,,,,,,,,,,,,,,
19938,54501,Seranville,39,124.5,19787.5,,,,,,,,,,,,,,,,,,,,,,,,
19939,54502,Serres,100,243,19164.5,,,,,,,,,,,,,,,,,,,,,,,,
19940,54504,Serrouville,251,620.5,22053.333333333336,,,,,,,,,,,,,,,,,,,,,,,,
19941,54505,Sexey-aux-Forges,275,716,23019.444444444445,,,,,,,,,,,,,,,,,,,,,,,,
19942,54507,Sionviller,47,113,24316.36363636364,,,,,,,,,,,,,,,,,,,,,,,,
19943,54508,Sivry,92,253,23763.6,,,,,,,,,,,,,,,,,,,,,,,,
19944,54509,Sommerviller,414,997.5,22068,,,,,,,,,,,,,,,,,,,,,,,,
19945,54510,Sornéville,120,327.5,24266.666666666664,,,,,,,,,,,,,,,,,,,,,,,,
19946,54511,Sponville,47,125.5,21089.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
19947,54512,Tanconville,45,106,18034.8064516129,,,,,,,,,,,,,,,,,,,,,,,,
19948,54513,Tantonville,277,636.5,21052,,,,,,,,,,,,,,,,,,,,,,,,
19949,54514,Tellancourt,212,540,23510.25,,,,,,,,,,,,,,,,,,,,,,,,
19950,54515,Thélod,99,255.5,23048,,,,,,,,,,,,,,,,,,,,,,,,
19951,54516,They-sous-Vaudemont,,,,,,,,,,,,,,,,,,,,,,,,,,,
19952,54517,Thézey-Saint-Martin,78,211,21787.61904761905,,,,,,,,,,,,,,,,,,,,,,,,
19953,54518,Thiaucourt-Regniéville,421,975,19546.153846153844,,,,,,,,,,,,,,,,,,,,,,,,
19954,54519,Thiaville-sur-Meurthe,244,600,19364.34782608696,,,,,,,,,,,,,,,,,,,,,,,,
19955,54520,Thiébauménil,153,395.5,22019.565217391308,,,,,,,,,,,,,,,,,,,,,,,,
19956,54521,Thil,721,1583.5,21068,,,,,,,,,,,,,,,,,,,,,,,,
19957,54522,Thorey-Lyautey,55,128.5,20363,,,,,,,,,,,,,,,,,,,,,,,,
19958,54523,Thuilley-aux-Groseilles,78,191.5,22709.565217391308,,,,,,,,,,,,,,,,,,,,,,,,
19959,54524,Thumeréville,,,,,,,,,,,,,,,,,,,,,,,,,,,
19960,54525,Tiercelet,244,581,31446.5,,,,,,,,,,,,,,,,,,,,,,,,
19961,54526,Tomblaine,3584,8760.5,19242.666666666668,48,17,,17,19,18,,,7,32,75.1,68.9,3.1,3.1,26.4,5.6,7.7,3.3,2.5,1.9,-14.8,10835.172413793103,31060.833333333336,2.866667197080602
19962,54527,Tonnoy,284,706.5,24110.4,,,,,,,,,,,,,,,,,,,,,,,,
19963,54528,Toul,6715,14697.5,17826.8,39,21,31,25,25,20,12,,7,32,67.5,59,3.6,4.9,30.1,7.8,9.4,3,3.6,2.8,-14.8,10096.666666666666,30969.33333333333,3.0672829316606136
19964,54529,Tramont-Émy,,,,,,,,,,,,,,,,,,,,,,,,,,,
19965,54530,Tramont-Lassus,,,,,,,,,,,,,,,,,,,,,,,,,,,
19966,54531,Tramont-Saint-André,,,,,,,,,,,,,,,,,,,,,,,,,,,
19967,54532,Tremblecourt,74,178,18563.5,,,,,,,,,,,,,,,,,,,,,,,,
19968,54533,Trieux,968,2435,20298,29,13,,,,,,,,,44,36.9,3.1,4,21.6,38.6,4.9,2.2,1.7,1,-9.1,11507.333333333334,34802,3.024332309831412
19969,54534,Trondes,192,516,21080,,,,,,,,,,,,,,,,,,,,,,,,
19970,54535,Tronville,80,194.5,24258.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
19971,54536,Tucquegnieux,1129,2358,19591.666666666668,35,14,,,,,,,,,47.5,39.7,3.1,4.7,32.5,26.7,4,1.3,1.7,1,-10.7,11423.5,32540,2.8485140280999692
19972,54537,Ugny,255,686,27737.6,,,,,,,,,,,,,,,,,,,,,,,,
19973,54538,Uruffe,152,393,18882,,,,,,,,,,,,,,,,,,,,,,,,
19974,54539,Vacqueville,102,242,19048.72463768116,,,,,,,,,,,,,,,,,,,,,,,,
19975,54540,Val-et-Châtillon,263,568.5,15717.619047619048,,,,,,,,,,,,,,,,,,,,,,,,
19976,54541,Valhey,66,182,21536.666666666664,,,,,,,,,,,,,,,,,,,,,,,,
19977,54542,Valleroy,1009,2327,21462.608695652176,47,,,,,,,,,,68.2,61.7,3.3,3.2,30.7,11,3.9,1.7,1.3,0.8,-13.8,13660,32530,2.3814055636896048
19978,54543,Vallois,59,153,19549.13043478261,,,,,,,,,,,,,,,,,,,,,,,,
19979,54544,Vandelainville,57,141,21277,,,,,,,,,,,,,,,,,,,,,,,,
19980,54545,Vandeléville,79,203,20560,,,,,,,,,,,,,,,,,,,,,,,,
19981,54546,Vandières,405,944,21825.23809523809,,,,,,,,,,,,,,,,,,,,,,,,
19982,54547,Vandoeuvre-lès-Nancy,11709,25044.5,17087.826086956524,43,29,47,37,37,27,15,9,9,44,65.2,58.2,3.2,3.8,32.5,7.6,10.7,3.1,4.2,3.4,-16,8709.6,33435.333333333336,3.8389057285447477
19983,54548,Vannes-le-Châtel,224,547,19260.869565217392,,,,,,,,,,,,,,,,,,,,,,,,
19984,54549,Varangéville,1668,3682.5,20347,49,14,,,,,,,,35,69.2,61.6,3.5,4,33.5,5.4,6.4,2.1,2.6,1.7,-14.5,11174,32076,2.8705924467513873
19985,54550,Vathiménil,134,338.5,20312.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
19986,54551,Vaucourt,,,,,,,,,,,,,,,,,,,,,,,,,,,
19987,54552,Vaudémont,,,,,,,,,,,,,,,,,,,,,,,,,,,
19988,54553,Vaudeville,70,170,21373,,,,,,,,,,,,,,,,,,,,,,,,
19989,54554,Vaudigny,,,,,,,,,,,,,,,,,,,,,,,,,,,
19990,54555,Vaxainville,,,,,,,,,,,,,,,,,,,,,,,,,,,
19991,54556,Vého,42,113.5,19580,,,,,,,,,,,,,,,,,,,,,,,,
19992,54557,Bois-de-Haye,839,2262.5,28352.916666666668,76,,,,,,,,,,84.2,77.9,1.6,4.6,23.2,10.4,2.1,1.4,0.5,0.2,-19.9,17209.428571428572,47795.333333333336,2.7772760225568485
19993,54558,Velaine-sous-Amance,116,289.5,22033.6,,,,,,,,,,,,,,,,,,,,,,,,
19994,54559,Velle-sur-Moselle,119,298.5,25580.869565217392,,,,,,,,,,,,,,,,,,,,,,,,
19995,54560,Veney,,,,,,,,,,,,,,,,,,,,,,,,,,,
19996,54561,Vennezey,,,,,,,,,,,,,,,,,,,,,,,,,,,
19997,54562,Verdenal,56,153.5,18583.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
19998,54563,Vézelise,579,1281.5,20262.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
19999,54564,Viéville-en-Haye,58,158,20022.333333333336,,,,,,,,,,,,,,,,,,,,,,,,
20000,54565,Vigneulles,95,245,23180.47619047619,,,,,,,,,,,,,,,,,,,,,,,,
20001,54566,Vilcey-sur-Trey,44,102,20295.217391304348,,,,,,,,,,,,,,,,,,,,,,,,
20002,54567,Villacourt,160,401,20154.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
20003,54568,Ville-au-Montois,104,241,21624.5,,,,,,,,,,,,,,,,,,,,,,,,
20004,54569,Ville-au-Val,71,199,22135.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
20005,54570,Villecey-sur-Mad,125,337,22362,,,,,,,,,,,,,,,,,,,,,,,,
20006,54571,Ville-en-Vermois,242,622.5,26169.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
20007,54572,Ville-Houdlémont,243,624,24736.78571428572,,,,,,,,,,,,,,,,,,,,,,,,
20008,54573,Villers-en-Haye,77,164,21013.75,,,,,,,,,,,,,,,,,,,,,,,,
20009,54574,Villers-la-Chèvre,224,582,29204.615384615383,,,,,,,,,,,,,,,,,,,,,,,,
20010,54575,Villers-la-Montagne,642,1472.5,26873.5,,,,,,,,,,,,,,,,,,,,,,,,
20011,54576,Villers-le-Rond,39,108,23937.5,,,,,,,,,,,,,,,,,,,,,,,,
20012,54577,Villers-lès-Moivrons,48,144,20796.666666666664,,,,,,,,,,,,,,,,,,,,,,,,
20013,54578,Villers-lès-Nancy,6592,13461,24435.5,65,9,,13,13,,,,,22,68.7,61.5,1.8,5.5,38,10,3.5,1.2,1.2,1,-20.2,12942.666666666666,43301.333333333336,3.345626867209231
20014,54579,Villers-sous-Prény,149,354,21957.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
20015,54580,Villerupt,3869,8270,19685.23809523809,20,20,,24,26,19,13,,12,34,21.2,16.9,3,1.3,22.2,57.6,4.9,1,2.4,1.5,-5.9,9352.8,36314.66666666666,3.8827588173238667
20016,54581,Ville-sur-Yron,123,297.5,22796,,,,,,,,,,,,,,,,,,,,,,,,
20017,54582,Villette,73,166,22349.52380952381,,,,,,,,,,,,,,,,,,,,,,,,
20018,54583,Villey-le-Sec,160,423,24487.2,,,,,,,,,,,,,,,,,,,,,,,,
20019,54584,Villey-Saint-Étienne,420,1042.5,24216.451612903224,,,,,,,,,,,,,,,,,,,,,,,,
20020,54585,Virecourt,209,473.5,21957.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
20021,54586,Viterne,304,734.5,21793.809523809523,,,,,,,,,,,,,,,,,,,,,,,,
20022,54587,Vitrey,83,214,22713.75,,,,,,,,,,,,,,,,,,,,,,,,
20023,54588,Vitrimont,158,404,22633.380952380958,,,,,,,,,,,,,,,,,,,,,,,,
20024,54589,Vittonville,49,129,22859.6,,,,,,,,,,,,,,,,,,,,,,,,
20025,54590,Viviers-sur-Chiers,257,631.5,22489.64285714286,,,,,,,,,,,,,,,,,,,,,,,,
20026,54591,Voinémont,137,340.5,20835.5,,,,,,,,,,,,,,,,,,,,,,,,
20027,54592,Vroncourt,109,285.5,23138.92857142857,,,,,,,,,,,,,,,,,,,,,,,,
20028,54593,Waville,166,418.5,21764.761904761905,,,,,,,,,,,,,,,,,,,,,,,,
20029,54594,Xammes,57,140,20239.52380952381,,,,,,,,,,,,,,,,,,,,,,,,
20030,54595,Xermaménil,212,579,21577.61904761905,,,,,,,,,,,,,,,,,,,,,,,,
20031,54596,Xeuilley,359,912,21992.857142857145,,,,,,,,,,,,,,,,,,,,,,,,
20032,54597,Xirocourt,180,452.5,22667.2,,,,,,,,,,,,,,,,,,,,,,,,
20033,54598,Xivry-Circourt,113,244,19250.555555555555,,,,,,,,,,,,,,,,,,,,,,,,
20034,54599,Xonville,48,127,19568.888888888887,,,,,,,,,,,,,,,,,,,,,,,,
20035,54600,Xousse,52,116,18296,,,,,,,,,,,,,,,,,,,,,,,,
20036,54601,Xures,48,115,18482,,,,,,,,,,,,,,,,,,,,,,,,
20037,54602,Han-devant-Pierrepont,49,131,23593.888888888887,,,,,,,,,,,,,,,,,,,,,,,,
20038,55001,Abainville,118,307,20436,,,,,,,,,,,,,,,,,,,,,,,,
20039,55002,Abaucourt-Hautecourt,,,,,,,,,,,,,,,,,,,,,,,,,,,
20040,55004,Aincreville,,,,,,,,,,,,,,,,,,,,,,,,,,,
20041,55005,Amanty,,,,,,,,,,,,,,,,,,,,,,,,,,,
20042,55007,Ambly-sur-Meuse,95,241,21504.848484848488,,,,,,,,,,,,,,,,,,,,,,,,
20043,55008,Amel-sur-l'Étang,63,151.5,18750,,,,,,,,,,,,,,,,,,,,,,,,
20044,55009,Ancemont,227,554,20545,,,,,,,,,,,,,,,,,,,,,,,,
20045,55010,Ancerville,1189,2742,20878,52,10,,,,,,,,,69.3,64,3.3,2.1,33.8,6.7,4,1.9,1.2,0.9,-13.8,12677.619047619048,31626.666666666668,2.494685046764076
20046,55011,Andernay,106,259,19850,,,,,,,,,,,,,,,,,,,,,,,,
20047,55012,Apremont-la-Forêt,154,394.5,19137.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
20048,55013,Arrancy-sur-Crusne,176,452,21685.440476190477,,,,,,,,,,,,,,,,,,,,,,,,
20049,55014,Aubréville,170,391,19781.5,,,,,,,,,,,,,,,,,,,,,,,,
20050,55015,Aulnois-en-Perthois,198,507,20558.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
20051,55017,Autrécourt-sur-Aire,54,113.5,17287.333333333332,,,,,,,,,,,,,,,,,,,,,,,,
20052,55018,Autréville-Saint-Lambert,,,,,,,,,,,,,,,,,,,,,,,,,,,
20053,55021,Avillers-Sainte-Croix,,,,,,,,,,,,,,,,,,,,,,,,,,,
20054,55022,Avioth,56,122,22779,,,,,,,,,,,,,,,,,,,,,,,,
20055,55023,Avocourt,51,108,19214.666666666664,,,,,,,,,,,,,,,,,,,,,,,,
20056,55024,Azannes-et-Soumazannes,71,164,20326.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
20057,55025,Baâlon,107,278,19029.166666666668,,,,,,,,,,,,,,,,,,,,,,,,
20058,55026,Badonvilliers-Gérauvilliers,60,141,19118.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
20059,55027,Bannoncourt,62,156,20238.92857142857,,,,,,,,,,,,,,,,,,,,,,,,
20060,55028,Bantheville,53,119,16885.2,,,,,,,,,,,,,,,,,,,,,,,,
20061,55029,Bar-le-Duc,7069,13698,19268.666666666668,47,19,35,27,23,17,12,,5,34,65.2,56.4,2.8,6,35.1,8,8,1.9,3.6,2.4,-16.3,9956.363636363636,35075.833333333336,3.5229562332602877
20062,55031,Baudonvilliers,170,415,22710.166666666664,,,,,,,,,,,,,,,,,,,,,,,,
20063,55032,Baudrémont,,,,,,,,,,,,,,,,,,,,,,,,,,,
20064,55033,Baulny,,,,,,,,,,,,,,,,,,,,,,,,,,,
20065,55034,Bazeilles-sur-Othain,44,107.5,19785.555555555555,,,,,,,,,,,,,,,,,,,,,,,,
20066,55035,Bazincourt-sur-Saulx,62,155.5,23254.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
20067,55036,Beauclair,,,,,,,,,,,,,,,,,,,,,,,,,,,
20068,55037,Beaufort-en-Argonne,58,131,20804.375,,,,,,,,,,,,,,,,,,,,,,,,
20069,55038,Beaulieu-en-Argonne,,,,,,,,,,,,,,,,,,,,,,,,,,,
20070,55040,Beausite,110,239.5,18177,,,,,,,,,,,,,,,,,,,,,,,,
20071,55041,Behonne,294,645,23892.777777777777,,,,,,,,,,,,,,,,,,,,,,,,
20072,55042,Belleray,205,510,21601.07142857143,,,,,,,,,,,,,,,,,,,,,,,,
20073,55043,Belleville-sur-Meuse,1389,3049.5,20252,50,13,,,,,,,,20,68.4,62,2.3,4.1,33.7,8.1,5.1,1.9,1.9,1.2,-15.3,11299.166666666668,32737.5,2.897337561767092
20074,55044,Belrain,,,,,,,,,,,,,,,,,,,,,,,,,,,
20075,55045,Belrupt-en-Verdunois,240,582.5,21637.777777777777,,,,,,,,,,,,,,,,,,,,,,,,
20076,55046,Beney-en-Woëvre,50,124,19746.4,,,,,,,,,,,,,,,,,,,,,,,,
20077,55047,Béthelainville,72,170,18286.92307692308,,,,,,,,,,,,,,,,,,,,,,,,
20078,55048,Béthincourt,,,,,,,,,,,,,,,,,,,,,,,,,,,
20079,55049,Beurey-sur-Saulx,193,438,19308.333333333336,,,,,,,,,,,,,,,,,,,,,,,,
20080,55051,Biencourt-sur-Orge,54,118,18818.888888888887,,,,,,,,,,,,,,,,,,,,,,,,
20081,55053,Billy-sous-Mangiennes,130,338,17607.333333333332,,,,,,,,,,,,,,,,,,,,,,,,
20082,55054,Bislée,,,,,,,,,,,,,,,,,,,,,,,,,,,
20083,55055,Blanzée,,,,,,,,,,,,,,,,,,,,,,,,,,,
20084,55057,Boinville-en-Woëvre,,,,,,,,,,,,,,,,,,,,,,,,,,,
20085,55058,Boncourt-sur-Meuse,135,330,21400.43650793651,,,,,,,,,,,,,,,,,,,,,,,,
20086,55059,Bonnet,79,178,16846,,,,,,,,,,,,,,,,,,,,,,,,
20087,55060,Bonzée,142,353.5,22389.2,,,,,,,,,,,,,,,,,,,,,,,,
20088,55061,Le Bouchon-sur-Saulx,95,238,18057.69230769231,,,,,,,,,,,,,,,,,,,,,,,,
20089,55062,Bouconville-sur-Madt,,,,,,,,,,,,,,,,,,,,,,,,,,,
20090,55063,Bouligny,1043,2299.5,17348.888888888887,25,22,,,,,,,18,,42.4,36.1,3.7,2.6,38.5,23,6.2,2,2.8,1.4,-10.1,9146.451612903224,28681.33333333333,3.1357880134490137
20091,55064,Bouquemont,43,101.5,19220,,,,,,,,,,,,,,,,,,,,,,,,
20092,55065,Boureuilles,55,124,21540.714285714283,,,,,,,,,,,,,,,,,,,,,,,,
20093,55066,Bovée-sur-Barboure,53,142,19162,,,,,,,,,,,,,,,,,,,,,,,,
20094,55067,Boviolles,42,101.5,20703.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
20095,55068,Brabant-en-Argonne,,,,,,,,,,,,,,,,,,,,,,,,,,,
20096,55069,Brabant-le-Roi,100,230,20629.5,,,,,,,,,,,,,,,,,,,,,,,,
20097,55070,Brabant-sur-Meuse,42,130,19482.02380952381,,,,,,,,,,,,,,,,,,,,,,,,
20098,55071,Brandeville,71,181.5,14833.076923076922,,,,,,,,,,,,,,,,,,,,,,,,
20099,55072,Braquis,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100,55073,Bras-sur-Meuse,275,695.5,22647.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
20101,55075,Brauvilliers,66,170.5,18612.5,,,,,,,,,,,,,,,,,,,,,,,,
20102,55076,Bréhéville,68,162.5,16711.923076923078,,,,,,,,,,,,,,,,,,,,,,,,
20103,55077,Breux,96,221,19493.888888888887,,,,,,,,,,,,,,,,,,,,,,,,
20104,55078,Brieulles-sur-Meuse,144,307,17227.30769230769,,,,,,,,,,,,,,,,,,,,,,,,
20105,55079,Brillon-en-Barrois,260,668.5,21744.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
20106,55080,Brixey-aux-Chanoines,,,,,,,,,,,,,,,,,,,,,,,,,,,
20107,55081,Brizeaux,,,,,,,,,,,,,,,,,,,,,,,,,,,
20108,55082,Brocourt-en-Argonne,,,,,,,,,,,,,,,,,,,,,,,,,,,
20109,55083,Brouennes,57,140,21274.8,,,,,,,,,,,,,,,,,,,,,,,,
20110,55084,Broussey-en-Blois,,,,,,,,,,,,,,,,,,,,,,,,,,,
20111,55085,Broussey-Raulecourt,116,282,20224,,,,,,,,,,,,,,,,,,,,,,,,
20112,55087,Bure,,,,,,,,,,,,,,,,,,,,,,,,,,,
20113,55088,Burey-en-Vaux,66,151.5,20024.615384615383,,,,,,,,,,,,,,,,,,,,,,,,
20114,55089,Burey-la-Côte,,,,,,,,,,,,,,,,,,,,,,,,,,,
20115,55093,Buxières-sous-les-Côtes,142,296,21758.4,,,,,,,,,,,,,,,,,,,,,,,,
20116,55094,Buzy-Darmont,218,554.5,19120.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
20117,55095,Cesse,51,111,20613.913043478264,,,,,,,,,,,,,,,,,,,,,,,,
20118,55096,Chaillon,51,117,20089.166666666668,,,,,,,,,,,,,,,,,,,,,,,,
20119,55097,Chalaines,142,337,20649.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
20120,55099,Champneuville,46,119.5,19928.333333333336,,,,,,,,,,,,,,,,,,,,,,,,
20121,55100,Champougny,,,,,,,,,,,,,,,,,,,,,,,,,,,
20122,55101,Chardogne,136,305,23083,,,,,,,,,,,,,,,,,,,,,,,,
20123,55102,Charny-sur-Meuse,219,560.5,23030.95238095238,,,,,,,,,,,,,,,,,,,,,,,,
20124,55103,Charpentry,,,,,,,,,,,,,,,,,,,,,,,,,,,
20125,55104,Chassey-Beaupré,,,,,,,,,,,,,,,,,,,,,,,,,,,
20126,55105,Châtillon-sous-les-Côtes,77,179,21776.67391304348,,,,,,,,,,,,,,,,,,,,,,,,
20127,55106,Chattancourt,66,181,19697.222222222223,,,,,,,,,,,,,,,,,,,,,,,,
20128,55107,Chaumont-devant-Damvillers,,,,,,,,,,,,,,,,,,,,,,,,,,,
