,CODGEO,LIBGEO,NBMENFISC16,NBPERSMENFISC16,MED16,PIMP16,TP6016,TP60AGE116,TP60AGE216,TP60AGE316,TP60AGE416,TP60AGE516,TP60AGE616,TP60TOL116,TP60TOL216,PACT16,PTSA16,PCHO16,PBEN16,PPEN16,PPAT16,PPSOC16,PPFAM16,PPMINI16,PPLOGT16,PIMPOT16,D116,D916,RD16
20129,55108,Chaumont-sur-Aire,53,122,20007.166666666664,,,,,,,,,,,,,,,,,,,,,,,,
20130,55109,Chauvency-le-Château,101,235.5,19965,,,,,,,,,,,,,,,,,,,,,,,,
20131,55110,Chauvency-Saint-Hubert,93,237,17671.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
20132,55111,Chauvoncourt,197,461,20977.61904761905,,,,,,,,,,,,,,,,,,,,,,,,
20133,55113,Cheppy,66,146.5,19483.75,,,,,,,,,,,,,,,,,,,,,,,,
20134,55114,Chonville-Malaumont,87,216,21070.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
20135,55115,Cierges-sous-Montfaucon,,,,,,,,,,,,,,,,,,,,,,,,,,,
20136,55116,Le Claon,,,,,,,,,,,,,,,,,,,,,,,,,,,
20137,55117,Clermont-en-Argonne,570,1259,19310.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
20138,55118,Cléry-le-Grand,,,,,,,,,,,,,,,,,,,,,,,,,,,
20139,55119,Cléry-le-Petit,81,181.5,19863.2,,,,,,,,,,,,,,,,,,,,,,,,
20140,55120,Combles-en-Barrois,360,839.5,23659,,,,,,,,,,,,,,,,,,,,,,,,
20141,55121,Combres-sous-les-Côtes,52,126.5,21944.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
20142,55122,Commercy,2486,5114.5,17004.615384615383,36,25,,38,33,22,,,10,39,59.9,50.5,3.8,5.6,35.7,7,10.8,2.8,4.5,3.5,-13.4,9633.04347826087,29467.33333333333,3.058984774628392
20143,55123,Les Hauts-de-Chée,306,755.5,20356.666666666664,,,,,,,,,,,,,,,,,,,,,,,,
20144,55124,Consenvoye,131,291,18378.26086956522,,,,,,,,,,,,,,,,,,,,,,,,
20145,55125,Contrisson,317,817.5,20093.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
20146,55127,Courcelles-en-Barrois,,,,,,,,,,,,,,,,,,,,,,,,,,,
20147,55128,Courcelles-sur-Aire,,,,,,,,,,,,,,,,,,,,,,,,,,,
20148,55129,Courouvre,,,,,,,,,,,,,,,,,,,,,,,,,,,
20149,55132,Cousances-les-Forges,688,1654.5,19286.11111111111,,,,,,,,,,,,,,,,,,,,,,,,
20150,55133,Couvertpuis,,,,,,,,,,,,,,,,,,,,,,,,,,,
20151,55134,Couvonges,57,141.5,22191.2,,,,,,,,,,,,,,,,,,,,,,,,
20152,55137,Cuisy,,,,,,,,,,,,,,,,,,,,,,,,,,,
20153,55138,Culey,62,141.5,22178,,,,,,,,,,,,,,,,,,,,,,,,
20154,55140,Cunel,,,,,,,,,,,,,,,,,,,,,,,,,,,
20155,55141,Dagonville,,,,,,,,,,,,,,,,,,,,,,,,,,,
20156,55142,Dainville-Bertheléville,67,129,18489.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
20157,55143,Damloup,50,129,23041.78571428572,,,,,,,,,,,,,,,,,,,,,,,,
20158,55144,Dammarie-sur-Saulx,189,410,19250.5,,,,,,,,,,,,,,,,,,,,,,,,
20159,55145,Damvillers,277,597,17665.2,,,,,,,,,,,,,,,,,,,,,,,,
20160,55146,Dannevoux,88,220,18088.85714285714,,,,,,,,,,,,,,,,,,,,,,,,
20161,55148,Delouze-Rosières,48,107,19387.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
20162,55149,Delut,46,116,17787.86111111111,,,,,,,,,,,,,,,,,,,,,,,,
20163,55150,Demange-Baudignécourt,229,567,18270,,,,,,,,,,,,,,,,,,,,,,,,
20164,55153,Dieppe-sous-Douaumont,74,185,20465,,,,,,,,,,,,,,,,,,,,,,,,
20165,55154,Dieue-sur-Meuse,617,1451.5,19855,,,,,,,,,,,,,,,,,,,,,,,,
20166,55155,Dombasle-en-Argonne,161,399,21232,,,,,,,,,,,,,,,,,,,,,,,,
20167,55156,Dombras,57,127.5,19793.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
20168,55157,Dommartin-la-Montagne,,,,,,,,,,,,,,,,,,,,,,,,,,,
20169,55158,Dommary-Baroncourt,284,694.5,17413.809523809523,,,,,,,,,,,,,,,,,,,,,,,,
20170,55159,Dompcevrin,148,316,19018.09523809524,,,,,,,,,,,,,,,,,,,,,,,,
20171,55160,Dompierre-aux-Bois,,,,,,,,,,,,,,,,,,,,,,,,,,,
20172,55162,Domremy-la-Canne,,,,,,,,,,,,,,,,,,,,,,,,,,,
20173,55163,Doncourt-aux-Templiers,,,,,,,,,,,,,,,,,,,,,,,,,,,
20174,55165,Doulcon,187,428,20300.85714285714,,,,,,,,,,,,,,,,,,,,,,,,
20175,55166,Dugny-sur-Meuse,535,1329.5,21019.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
20176,55167,Dun-sur-Meuse,268,587,17382.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
20177,55168,Duzey,,,,,,,,,,,,,,,,,,,,,,,,,,,
20178,55169,Écouviez,210,498.5,23111.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
20179,55170,Écurey-en-Verdunois,60,125,15852.5,,,,,,,,,,,,,,,,,,,,,,,,
20180,55171,Eix,98,240.5,21576.5,,,,,,,,,,,,,,,,,,,,,,,,
20181,55172,Les Éparges,,,,,,,,,,,,,,,,,,,,,,,,,,,
20182,55173,Épiez-sur-Meuse,,,,,,,,,,,,,,,,,,,,,,,,,,,
20183,55174,Épinonville,,,,,,,,,,,,,,,,,,,,,,,,,,,
20184,55175,Érize-la-Brûlée,80,184,21131.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
20185,55177,Érize-la-Petite,,,,,,,,,,,,,,,,,,,,,,,,,,,
20186,55178,Érize-Saint-Dizier,83,201,20898.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
20187,55179,Erneville-aux-Bois,70,160.5,21030.5,,,,,,,,,,,,,,,,,,,,,,,,
20188,55180,Esnes-en-Argonne,48,136.5,20251.11111111111,,,,,,,,,,,,,,,,,,,,,,,,
20189,55181,Étain,1471,3398.5,18074,35,19,,,,,,,,36,58.3,51.5,2.8,4.1,32.8,12.5,8,3,2.8,2.2,-11.6,9898.09523809524,29155.33333333333,2.945549889348599
20190,55182,Éton,81,209,20136.666666666664,,,,,,,,,,,,,,,,,,,,,,,,
20191,55183,Étraye,,,,,,,,,,,,,,,,,,,,,,,,,,,
20192,55184,Euville,685,1758,18898,,,,,,,,,,,,,,,,,,,,,,,,
20193,55185,Èvres,43,106,19246.5,,,,,,,,,,,,,,,,,,,,,,,,
20194,55186,Fains-Véel,907,2037.5,22692.666666666668,63,,,,,,,,,,67.6,62.6,2.2,2.8,39.5,6.7,3,1.3,1,0.7,-16.8,13943.666666666666,35752,2.5640314599220675
20195,55188,Flassigny,,,,,,,,,,,,,,,,,,,,,,,,,,,
20196,55191,Foameix-Ornel,85,238,21759.2,,,,,,,,,,,,,,,,,,,,,,,,
20197,55192,Fontaines-Saint-Clair,,,,,,,,,,,,,,,,,,,,,,,,,,,
20198,55193,Forges-sur-Meuse,50,114,21574.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
20199,55194,Foucaucourt-sur-Thabas,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200,55195,Fouchères-aux-Bois,63,141.5,20280,,,,,,,,,,,,,,,,,,,,,,,,
20201,55196,Frémeréville-sous-les-Côtes,50,134,20629.777777777777,,,,,,,,,,,,,,,,,,,,,,,,
20202,55197,Fresnes-au-Mont,61,161,21698,,,,,,,,,,,,,,,,,,,,,,,,
20203,55198,Fresnes-en-Woëvre,291,662.5,21110,,,,,,,,,,,,,,,,,,,,,,,,
20204,55199,Froidos,,,,,,,,,,,,,,,,,,,,,,,,,,,
20205,55200,Fromeréville-les-Vallons,87,208.5,20716,,,,,,,,,,,,,,,,,,,,,,,,
20206,55201,Fromezey,,,,,,,,,,,,,,,,,,,,,,,,,,,
20207,55202,Futeau,77,179,20324.444444444445,,,,,,,,,,,,,,,,,,,,,,,,
20208,55204,Génicourt-sur-Meuse,112,283,18496,,,,,,,,,,,,,,,,,,,,,,,,
20209,55206,Gercourt-et-Drillancourt,51,115,20639.444444444445,,,,,,,,,,,,,,,,,,,,,,,,
20210,55207,Géry,,,,,,,,,,,,,,,,,,,,,,,,,,,
20211,55208,Gesnes-en-Argonne,,,,,,,,,,,,,,,,,,,,,,,,,,,
20212,55210,Gimécourt,,,,,,,,,,,,,,,,,,,,,,,,,,,
20213,55211,Gincrey,,,,,,,,,,,,,,,,,,,,,,,,,,,
20214,55212,Girauvoisin,,,,,,,,,,,,,,,,,,,,,,,,,,,
20215,55214,Givrauval,103,286,21016.52173913044,,,,,,,,,,,,,,,,,,,,,,,,
20216,55215,Gondrecourt-le-Château,456,1002.5,18580,,,,,,,,,,,,,,,,,,,,,,,,
20217,55216,Gouraincourt,,,,,,,,,,,,,,,,,,,,,,,,,,,
20218,55217,Goussaincourt,56,132.5,16472,,,,,,,,,,,,,,,,,,,,,,,,
20219,55218,Gremilly,,,,,,,,,,,,,,,,,,,,,,,,,,,
20220,55219,Grimaucourt-en-Woëvre,43,102.5,17451.428571428572,,,,,,,,,,,,,,,,,,,,,,,,
20221,55220,Grimaucourt-près-Sampigny,,,,,,,,,,,,,,,,,,,,,,,,,,,
20222,55221,Guerpont,111,250.5,21150,,,,,,,,,,,,,,,,,,,,,,,,
20223,55222,Gussainville,,,,,,,,,,,,,,,,,,,,,,,,,,,
20224,55224,Haironville,244,630,20860,,,,,,,,,,,,,,,,,,,,,,,,
20225,55225,Halles-sous-les-Côtes,65,144,19086.25,,,,,,,,,,,,,,,,,,,,,,,,
20226,55226,Han-lès-Juvigny,40,111,20995.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
20227,55228,Hannonville-sous-les-Côtes,246,499,18462.333333333336,,,,,,,,,,,,,,,,,,,,,,,,
20228,55229,Han-sur-Meuse,121,283.5,21342.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
20229,55232,Harville,49,114,21169.04761904762,,,,,,,,,,,,,,,,,,,,,,,,
20230,55236,Haudainville,374,983.5,21759.52380952381,,,,,,,,,,,,,,,,,,,,,,,,
20231,55237,Haudiomont,99,238.5,17961.90476190476,,,,,,,,,,,,,,,,,,,,,,,,
20232,55241,Heippes,,,,,,,,,,,,,,,,,,,,,,,,,,,
20233,55242,Hennemont,42,101,22177.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
20234,55243,Herbeuville,78,186.5,20641.11111111111,,,,,,,,,,,,,,,,,,,,,,,,
20235,55244,Herméville-en-Woëvre,88,224.5,19000.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
20236,55245,Heudicourt-sous-les-Côtes,81,165,20755.5,,,,,,,,,,,,,,,,,,,,,,,,
20237,55246,Hévilliers,60,151,19874.78260869565,,,,,,,,,,,,,,,,,,,,,,,,
20238,55247,Horville-en-Ornois,,,,,,,,,,,,,,,,,,,,,,,,,,,
20239,55248,Houdelaincourt,132,310.5,18301.42857142857,,,,,,,,,,,,,,,,,,,,,,,,
20240,55250,Inor,81,184,18157.61904761905,,,,,,,,,,,,,,,,,,,,,,,,
20241,55251,Ippécourt,,,,,,,,,,,,,,,,,,,,,,,,,,,
20242,55252,Iré-le-Sec,54,133,19328.888888888887,,,,,,,,,,,,,,,,,,,,,,,,
20243,55253,Les Islettes,329,760.5,18578,,,,,,,,,,,,,,,,,,,,,,,,
20244,55254,Les Trois-Domaines,54,128.5,18374.516129032258,,,,,,,,,,,,,,,,,,,,,,,,
20245,55255,Jametz,99,244,18513.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
20246,55256,Jonville-en-Woëvre,55,146.5,17938.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
20247,55257,Jouy-en-Argonne,,,,,,,,,,,,,,,,,,,,,,,,,,,
20248,55258,Geville,235,628.5,19083.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
20249,55260,Julvécourt,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250,55261,Juvigny-en-Perthois,60,140,21091.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
20251,55262,Juvigny-sur-Loison,90,214,19405.23809523809,,,,,,,,,,,,,,,,,,,,,,,,
20252,55263,Koeur-la-Grande,74,169.5,21891.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
20253,55264,Koeur-la-Petite,122,302,20214.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
20254,55265,Labeuville,50,138,18952.777777777777,,,,,,,,,,,,,,,,,,,,,,,,
20255,55266,Lachalade,,,,,,,,,,,,,,,,,,,,,,,,,,,
20256,55267,Lachaussée,108,248,21239.809523809523,,,,,,,,,,,,,,,,,,,,,,,,
20257,55268,Lacroix-sur-Meuse,290,722,19723.913043478264,,,,,,,,,,,,,,,,,,,,,,,,
20258,55269,Lahaymeix,,,,,,,,,,,,,,,,,,,,,,,,,,,
20259,55270,Lahayville,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260,55271,Laheycourt,158,390,20827.5,,,,,,,,,,,,,,,,,,,,,,,,
20261,55272,Laimont,190,455.5,22079,,,,,,,,,,,,,,,,,,,,,,,,
20262,55274,Lamorville,125,293.5,18862.85714285714,,,,,,,,,,,,,,,,,,,,,,,,
20263,55275,Lamouilly,,,,,,,,,,,,,,,,,,,,,,,,,,,
20264,55276,Landrecourt-Lempire,86,222,20388,,,,,,,,,,,,,,,,,,,,,,,,
20265,55278,Laneuville-au-Rupt,70,197.5,21164.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
20266,55279,Laneuville-sur-Meuse,189,437,18540,,,,,,,,,,,,,,,,,,,,,,,,
20267,55280,Lanhères,,,,,,,,,,,,,,,,,,,,,,,,,,,
20268,55281,Latour-en-Woëvre,,,,,,,,,,,,,,,,,,,,,,,,,,,
20269,55282,Lavallée,,,,,,,,,,,,,,,,,,,,,,,,,,,
20270,55284,Lavincourt,,,,,,,,,,,,,,,,,,,,,,,,,,,
20271,55285,Lavoye,70,147.5,20314,,,,,,,,,,,,,,,,,,,,,,,,
20272,55286,Lemmes,86,240,20386.19047619048,,,,,,,,,,,,,,,,,,,,,,,,
20273,55288,Lérouville,578,1348.5,18758.571428571428,,,,,,,,,,,,,,,,,,,,,,,,
20274,55289,Levoncourt,,,,,,,,,,,,,,,,,,,,,,,,,,,
20275,55290,Lignières-sur-Aire,,,,,,,,,,,,,,,,,,,,,,,,,,,
20276,55291,Ligny-en-Barrois,1851,3765,18368,40,19,,,,,,,,33,56.3,50.2,3.2,2.9,40.7,8.6,7.5,2.1,3,2.4,-13.1,10209,30846.08695652174,3.0214601779333665
20277,55292,Liny-devant-Dun,75,178,18380.904761904763,,,,,,,,,,,,,,,,,,,,,,,,
20278,55293,Lion-devant-Dun,71,157,19346.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
20279,55295,Lisle-en-Barrois,,,,,,,,,,,,,,,,,,,,,,,,,,,
20280,55296,L'Isle-en-Rigault,223,503,20704.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
20281,55297,Lissey,48,113,17638,,,,,,,,,,,,,,,,,,,,,,,,
20282,55298,Loisey,114,298,21169.6,,,,,,,,,,,,,,,,,,,,,,,,
20283,55299,Loison,41,121,16287,,,,,,,,,,,,,,,,,,,,,,,,
20284,55300,Longeaux,86,221,21581.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
20285,55301,Longchamps-sur-Aire,56,125,20720.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
20286,55302,Longeville-en-Barrois,516,1165.5,21428.888888888887,,,,,,,,,,,,,,,,,,,,,,,,
20287,55303,Loupmont,,,,,,,,,,,,,,,,,,,,,,,,,,,
20288,55304,Louppy-le-Château,79,170,19873,,,,,,,,,,,,,,,,,,,,,,,,
20289,55306,Louppy-sur-Loison,54,123,17562.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
20290,55310,Luzy-Saint-Martin,49,112,15890.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
20291,55311,Maizeray,,,,,,,,,,,,,,,,,,,,,,,,,,,
20292,55312,Maizey,71,171,20943.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
20293,55313,Malancourt,,,,,,,,,,,,,,,,,,,,,,,,,,,
20294,55315,Mandres-en-Barrois,57,125,17797.857142857145,,,,,,,,,,,,,,,,,,,,,,,,
20295,55316,Mangiennes,144,380.5,18601.42857142857,,,,,,,,,,,,,,,,,,,,,,,,
20296,55317,Manheulles,56,138.5,21795.652173913044,,,,,,,,,,,,,,,,,,,,,,,,
20297,55320,Marchéville-en-Woëvre,,,,,,,,,,,,,,,,,,,,,,,,,,,
20298,55321,Marre,60,154.5,20006.4,,,,,,,,,,,,,,,,,,,,,,,,
20299,55322,Marson-sur-Barboure,,,,,,,,,,,,,,,,,,,,,,,,,,,
20300,55323,Martincourt-sur-Meuse,,,,,,,,,,,,,,,,,,,,,,,,,,,
20301,55324,Marville,238,490,18949.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
20302,55325,Maucourt-sur-Orne,,,,,,,,,,,,,,,,,,,,,,,,,,,
20303,55326,Maulan,46,115,20907.14285714285,,,,,,,,,,,,,,,,,,,,,,,,
20304,55327,Mauvages,106,259,20310,,,,,,,,,,,,,,,,,,,,,,,,
20305,55328,Maxey-sur-Vaise,129,302,17863.333333333332,,,,,,,,,,,,,,,,,,,,,,,,
20306,55329,Mécrin,98,230.5,18651.07142857143,,,,,,,,,,,,,,,,,,,,,,,,
20307,55330,Méligny-le-Grand,41,108,20098.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
20308,55331,Méligny-le-Petit,,,,,,,,,,,,,,,,,,,,,,,,,,,
20309,55332,Menaucourt,94,228.5,21734,,,,,,,,,,,,,,,,,,,,,,,,
20310,55333,Ménil-aux-Bois,,,,,,,,,,,,,,,,,,,,,,,,,,,
20311,55334,Ménil-la-Horgne,67,177,20595.23809523809,,,,,,,,,,,,,,,,,,,,,,,,
20312,55335,Ménil-sur-Saulx,97,234,20116.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
20313,55336,Merles-sur-Loison,67,151.5,19989.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
20314,55338,Milly-sur-Bradon,71,156,16700.0625,,,,,,,,,,,,,,,,,,,,,,,,
20315,55339,Mogeville,,,,,,,,,,,,,,,,,,,,,,,,,,,
20316,55340,Mognéville,166,377,20924.5,,,,,,,,,,,,,,,,,,,,,,,,
20317,55341,Moirey-Flabas-Crépion,42,114,19032.333333333336,,,,,,,,,,,,,,,,,,,,,,,,
20318,55343,Montblainville,,,,,,,,,,,,,,,,,,,,,,,,,,,
20319,55344,Montbras,,,,,,,,,,,,,,,,,,,,,,,,,,,
20320,55345,Mont-devant-Sassey,47,103.5,19512.083333333336,,,,,,,,,,,,,,,,,,,,,,,,
20321,55346,Montfaucon-d'Argonne,122,277.5,18265,,,,,,,,,,,,,,,,,,,,,,,,
20322,55347,Les Monthairons,143,345.5,19518.57142857143,,,,,,,,,,,,,,,,,,,,,,,,
20323,55348,Montiers-sur-Saulx,168,376,18160.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
20324,55349,Montigny-devant-Sassey,54,128,18894.833333333336,,,,,,,,,,,,,,,,,,,,,,,,
20325,55350,Montigny-lès-Vaucouleurs,,,,,,,,,,,,,,,,,,,,,,,,,,,
20326,55351,Montmédy,845,1764,19009.61111111111,,,,,,,,,,,,,,,,,,,,,,,,
20327,55352,Montplonne,64,146,19851.333333333336,,,,,,,,,,,,,,,,,,,,,,,,
20328,55353,Montsec,,,,,,,,,,,,,,,,,,,,,,,,,,,
20329,55355,Montzéville,59,149,20763.809523809523,,,,,,,,,,,,,,,,,,,,,,,,
20330,55356,Moranville,42,109,21994.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
20331,55357,Morgemoulin,,,,,,,,,,,,,,,,,,,,,,,,,,,
20332,55358,Chanteraine,86,189.5,23704,,,,,,,,,,,,,,,,,,,,,,,,
20333,55359,Morley,88,195.5,19539,,,,,,,,,,,,,,,,,,,,,,,,
20334,55360,Mouilly,54,109,19700,,,,,,,,,,,,,,,,,,,,,,,,
20335,55361,Moulainville,55,136,22936.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
20336,55362,Moulins-Saint-Hubert,72,177,18898.571428571428,,,,,,,,,,,,,,,,,,,,,,,,
20337,55363,Moulotte,,,,,,,,,,,,,,,,,,,,,,,,,,,
20338,55364,Mouzay,301,677,20154.285714285717,,,,,,,,,,,,,,,,,,,,,,,,
20339,55365,Murvaux,69,152,17799.678571428572,,,,,,,,,,,,,,,,,,,,,,,,
20340,55366,Val-d'Ornain,407,995.5,22311.2,,,,,,,,,,,,,,,,,,,,,,,,
20341,55367,Muzeray,42,125,21707,,,,,,,,,,,,,,,,,,,,,,,,
20342,55368,Naives-en-Blois,63,172.5,21354.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
20343,55369,Naives-Rosières,347,818.5,22428.888888888887,,,,,,,,,,,,,,,,,,,,,,,,
20344,55370,Naix-aux-Forges,92,224,19796.4,,,,,,,,,,,,,,,,,,,,,,,,
20345,55371,Nançois-le-Grand,,,,,,,,,,,,,,,,,,,,,,,,,,,
20346,55372,Nançois-sur-Ornain,171,389,21289.444444444445,,,,,,,,,,,,,,,,,,,,,,,,
20347,55373,Nant-le-Grand,,,,,,,,,,,,,,,,,,,,,,,,,,,
20348,55374,Nant-le-Petit,,,,,,,,,,,,,,,,,,,,,,,,,,,
20349,55375,Nantillois,,,,,,,,,,,,,,,,,,,,,,,,,,,
20350,55376,Nantois,,,,,,,,,,,,,,,,,,,,,,,,,,,
20351,55377,Nepvant,,,,,,,,,,,,,,,,,,,,,,,,,,,
20352,55378,Nettancourt,112,248,19438.387096774197,,,,,,,,,,,,,,,,,,,,,,,,
20353,55379,Le Neufour,,,,,,,,,,,,,,,,,,,,,,,,,,,
20354,55380,Neuville-en-Verdunois,,,,,,,,,,,,,,,,,,,,,,,,,,,
20355,55381,Neuville-lès-Vaucouleurs,74,187.5,18831.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
20356,55382,Neuville-sur-Ornain,159,370.5,20016.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
20357,55383,Neuvilly-en-Argonne,86,211,20471.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
20358,55384,Nicey-sur-Aire,48,116,22055.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
20359,55385,Nixéville-Blercourt,196,507.5,22267.61904761905,,,,,,,,,,,,,,,,,,,,,,,,
20360,55386,Nonsard-Lamarche,84,225,19194.761904761905,,,,,,,,,,,,,,,,,,,,,,,,
20361,55387,Nouillonpont,99,216.5,20667,,,,,,,,,,,,,,,,,,,,,,,,
20362,55388,Noyers-Auzécourt,109,292.5,18519.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
20363,55389,Nubécourt,116,249.5,19766,,,,,,,,,,,,,,,,,,,,,,,,
20364,55391,Olizy-sur-Chiers,76,186,17296.884615384617,,,,,,,,,,,,,,,,,,,,,,,,
20365,55394,Ornes,,,,,,,,,,,,,,,,,,,,,,,,,,,
20366,55395,Osches,,,,,,,,,,,,,,,,,,,,,,,,,,,
20367,55396,Ourches-sur-Meuse,94,224,21713,,,,,,,,,,,,,,,,,,,,,,,,
20368,55397,Pagny-la-Blanche-Côte,98,225.5,17836.923076923078,,,,,,,,,,,,,,,,,,,,,,,,
20369,55398,Pagny-sur-Meuse,410,1023.5,20077.6,,,,,,,,,,,,,,,,,,,,,,,,
20370,55399,Pareid,42,113,17967.2,,,,,,,,,,,,,,,,,,,,,,,,
20371,55400,Parfondrupt,,,,,,,,,,,,,,,,,,,,,,,,,,,
20372,55401,Les Paroches,169,409.5,21476.85714285714,,,,,,,,,,,,,,,,,,,,,,,,
20373,55403,Peuvillers,,,,,,,,,,,,,,,,,,,,,,,,,,,
20374,55404,Pierrefitte-sur-Aire,110,288,20655.23809523809,,,,,,,,,,,,,,,,,,,,,,,,
20375,55405,Pillon,101,256,19669.04761904762,,,,,,,,,,,,,,,,,,,,,,,,
20376,55406,Pintheville,41,100.5,19637,,,,,,,,,,,,,,,,,,,,,,,,
20377,55407,Pont-sur-Meuse,64,128,20786,,,,,,,,,,,,,,,,,,,,,,,,
20378,55408,Pouilly-sur-Meuse,77,183,19420,,,,,,,,,,,,,,,,,,,,,,,,
20379,55409,Pretz-en-Argonne,,,,,,,,,,,,,,,,,,,,,,,,,,,
20380,55410,Quincy-Landzécourt,60,140,23563.4358974359,,,,,,,,,,,,,,,,,,,,,,,,
20381,55411,Rambluzin-et-Benoite-Vaux,,,,,,,,,,,,,,,,,,,,,,,,,,,
20382,55412,Rambucourt,77,193.5,19174,,,,,,,,,,,,,,,,,,,,,,,,
20383,55414,Rancourt-sur-Ornain,88,191.5,19930.47619047619,,,,,,,,,,,,,,,,,,,,,,,,
20384,55415,Ranzières,,,,,,,,,,,,,,,,,,,,,,,,,,,
20385,55416,Rarécourt,95,222.5,20048,,,,,,,,,,,,,,,,,,,,,,,,
20386,55419,Récicourt,65,151,19359.33333333333,,,,,,,,,,,,,,,,,,,,,,,,
20387,55420,Récourt-le-Creux,,,,,,,,,,,,,,,,,,,,,,,,,,,
20388,55421,Reffroy,,,,,,,,,,,,,,,,,,,,,,,,,,,
20389,55422,Regnéville-sur-Meuse,,,,,,,,,,,,,,,,,,,,,,,,,,,
20390,55423,Rembercourt-Sommaisne,140,354,20282.833333333336,,,,,,,,,,,,,,,,,,,,,,,,
20391,55424,Remennecourt,,,,,,,,,,,,,,,,,,,,,,,,,,,
20392,55425,Remoiville,54,121,20948.666666666668,,,,,,,,,,,,,,,,,,,,,,,,
20393,55426,Resson,163,403,22087.777777777777,,,,,,,,,,,,,,,,,,,,,,,,
20394,55427,Revigny-sur-Ornain,1265,2736.5,17552.083333333336,41,21,,,,,,,,34,61,51.4,3.6,6.1,35.8,7.8,9,2.4,4.2,2.4,-13.6,9652.307692307691,29495.185185185182,3.0557651211938746
20395,55428,Réville-aux-Bois,57,130,20143.888888888887,,,,,,,,,,,,,,,,,,,,,,,,
20396,55429,Riaville,,,,,,,,,,,,,,,,,,,,,,,,,,,
20397,55430,Ribeaucourt,,,,,,,,,,,,,,,,,,,,,,,,,,,
20398,55431,Richecourt,,,,,,,,,,,,,,,,,,,,,,,,,,,
20399,55433,Rigny-la-Salle,144,383.5,19336.666666666664,,,,,,,,,,,,,,,,,,,,,,,,
20400,55434,Rigny-Saint-Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,
20401,55435,Robert-Espagne,329,812.5,19677,,,,,,,,,,,,,,,,,,,,,,,,
20402,55436,Les Roises,,,,,,,,,,,,,,,,,,,,,,,,,,,
20403,55437,Romagne-sous-les-Côtes,51,121,20210.95238095238,,,,,,,,,,,,,,,,,,,,,,,,
20404,55438,Romagne-sous-Montfaucon,66,173.5,14495.652173913044,,,,,,,,,,,,,,,,,,,,,,,,
20405,55439,Ronvaux,,,,,,,,,,,,,,,,,,,,,,,,,,,
20406,55442,Raival,113,269,20933.04347826087,,,,,,,,,,,,,,,,,,,,,,,,
20407,55443,Rouvres-en-Woëvre,131,332.5,18720,,,,,,,,,,,,,,,,,,,,,,,,
20408,55444,Rouvrois-sur-Meuse,73,195.5,18950.95238095238,,,,,,,,,,,,,,,,,,,,,,,,
20409,55445,Rouvrois-sur-Othain,82,188.5,21679,,,,,,,,,,,,,,,,,,,,,,,,
